Ulasan,Tanggal_Ulasan,Label
"Bukt kapur di bangkalan, Madura. Tempatnya bagus, tapi sangat panas. Fasilitas belum memadai, masih kurang. Pungutan tidak cuma sekali. Masuk kendaraan 10 rb, setelah itu ada tarikan lagi 5 rb per orang. Harus lebih dibenahi kedepan. Untuk toilet, tempat istirahat, dan lain-lain.",4 tahun lalu,Positif
"Hidden gems.. tempat penambangan batu kapur, masih aktif saat ini.. lokasi dapat dijangkau mobil, beberapa spot sudah dibentuk untuk wisata.. punya potensi baik",setahun lalu,Positif
"Dekat dr Suramadu bagus
 Naik ke atas bukit bs pk ojek",setahun lalu,Positif
"Makin bagus dengan adanya air kolam yg beberapa waktu lalu kering, sekarang perahunya sudah bisa operasi, ada kuda joget juga...sayangnya banyak lumut didinding jago gak begitu tampak putihnya...",setahun lalu,Positif
"Tempatnya kalo hari biasa sepi , tp kalo idealnya diatas jam 12 soalnya matahari sudah di barat jadi tidak terlalu panas",4 tahun lalu,Positif
KEREN DAN SANGAT MEMANJAKAN MATA.,setahun lalu,Positif
"Kawasan bukit bekas penambangan batu kapur ini sangat berpotensi untuk dijadikan wisata tentunya dengan penataan yang lebih baik dari pengelola. Bukit batu kapur dengan liang berbentuk seperti tempat tinggal pada masa jaman batu. Fasilitasnya cukup baik ada toko suvenir, kantin, dan toilet",4 tahun lalu,Positif
"cocok buat yg suka foto2, mobil bisa masuk kearah bukit2 kapur, tiket masuknya 20 rb untuk 2 orang plus mobil, kalo mau ke danau dikenakan tiket lg per orang 5 rb",4 tahun lalu,Positif
"Baru pertama kali tempatnya cukup jauh dari Kota Surabaya, berhati-hati dengan map google titik lokasinya salah, makanya kemarin tanya ke orang desa atau kampung bicaranya tidak begitu jelas, tempatnya tidak memiliki tanda papan nama …",4 tahun lalu,Positif
"Akhirnya bisa kesini..wisata di bekas areal penambangan...murah meriah, keren sih, lumayanlah..ada pemandunya bisa moto juga..",setahun lalu,Positif
Pergi ke sana bertepatan dengan lebaran adalah bukan ide yang bagus. Ada preman berkeliaran meminta Rp.5000 per orang padahal sudah ada karcis masuk Rp.20.000 - membuat kesenangan seketika hilang. Sepertinya ini pertama dan terakhir untuk …,4 tahun lalu,Negatif
Tempat untuk refresing dan cocok untuk berlibur dengan keluarga. Tempat di madura dan bisa diakses dengan mobil dan motor. Membayar 10b Banyak spot foto dan banyak turis lokal juga kesini,2 tahun lalu,Positif
"Jalan menuju bukit nya parah sihh, foto prewedding cocok. Masuk tiket 5.000 /org",10 bulan lalu,Campuran
"Waktu itu ke sini, masih omicron.. sepi, bagus tempat nya seperti di luar negri. Hanya ticketing nya yg perlu di tertibkan secara resmi.",setahun lalu,Campuran
"Amazeee bgt ya sm tempatnya.. keren.. kesini nya agak sorean jd bisa dpt spot foto yg cantiik. Salah satu wisata yg menarik di madura, bisa kagum sm keindahan bukit jaddih. Apalagi sambil nunggu sunset, makin indah bgt deh.",4 bulan lalu,Positif
"Wisata bukit kapur yg khas di Madura.. Tarif masuk lokasi 10rb per motor.. Kalau masuk area wisatanya ada tarif lagi..
 . …",4 tahun lalu,Positif
"Pertama kali kesini. Tempatnya panas, memang bukit kapur. Ada kolam dengan sedikit air. Tapi justru menambah eksotis lokasinya.",2 tahun lalu,Positif
"Bukit Jaddih, satu-satunya tempat wisata di pulau Madura yang pernah aku datangi. Tempatnya lumayan bagus. Areal pertambangan yang sekaligus dijadikan tempat rekreasi. Kece bànget tempatnya. Nggak rugilah saya jauh-jauh dari Sumatera mampir …",4 tahun lalu,Positif
Daya tarik destinasi Wisata Bukit Jaddhih hampir cukup terkenal di kalangan Masyarakat Jawa. Semoga pemerintahan setempat menambah fasilitas hingga Wisata Bukit Jaddih terkenal hingga Mancanegara …,4 tahun lalu,Positif
"tempat bagus buat foto. klo dijogja mirip tebing breksi tp disini lebih besar. karna dibuka belom lama masih dalam penataan wisata. ada kolam renang juga. parkir luas, kita pake bus besar bisa sampe lokasi tidak perlu jalan jauh. tp sayang …",4 tahun lalu,Positif
"Lokasi bekas penambangan yg kemudian dijadikan spot foto, jalan menuju bukit jaddih lumayan susah, lebih disarankan untuk menggunakan kendaraan roda dua. Harus pandai-pandai untuk mengambil angel foto utk menghasilkan foto yang Ok punya...",4 tahun lalu,Campuran
Sayang pas kesini Air kolamnya gak ada,3 minggu lalu,Negatif
Saya kemaren baru Dari sana pintu masuk pertama d Minta karcis d tengah jln d pinta lagi sudah d dalm d minta nya lagi terlalu Banyak pungli fasilitas apapun gk Ada sangat mengecewakan,2 bulan lalu,Negatif
"Tempat nya cakep dan indah, akses masuk susah, jalan rusak, banyak tarikan pungli, tempat berdebu (serbuk kapur), akses jalan cukup berbahaya karena tidak ada jalur pejalan kaki dan pegangan",4 tahun lalu,Negatif
"Bukit kapur yang menjadi wisata dan bisa menjadikan Bangkalan semakin terkenal!
 
 Seperti selayaknya suasana bukit Kapur pada umumnya yang berdebu, terik panas …",3 tahun lalu,Campuran
Takjud dengan segala yang diciptakan oleh-Nya. Bukit Jaddih merupakan destinasi wisata di Kabupaten Bangkalan Madura. Pemandangannya memang beda dari tempat wisata pada umumnya. …,4 bulan lalu,Positif
"Waktu kesana sepi bangeett, dan yaa kek ada pungli gitu yaa, si bapak2 minta bayar masuk padahal udah ada loket tiketnya. Tapi yauda gapapa bayar ajaa, dripada nnti kenapa2. …",setahun lalu,Negatif
"Akses ke wisata ini masih jelek, ada tarik'an d awal yang ngeprank wisatawan, selain itu harga msuk msih ok si..",10 bulan lalu,Negatif
"Tempatnya di Bangkalan
 Tempat indah walau hanya bekas galian batu bata, enak buat rekreasi berdua atau rombongan. Ada kolam renang dan Tiket Masuk murah. Kalo cuaca panas enak pake kacamata dan penutup hidung.",4 tahun lalu,Positif
"Hhhhmmmm... Banyak pungli, kurang nyaman karena banyak pungli. Panas dan berdebu ternyata, saya sarankan membawa kacamata biar gak kelilipan Dan sunblock biar kulit gak gosong. sepertinya cukup sekali saja berkunjung bukit Jadih, semoga kedepannya dikelola menjadi lebih baik untuk destinasi wisata yang nyaman",3 tahun lalu,Negatif
"Tempatnya bagus buat foto tapi saran aja klo mau kesana jangan siang² panas bgt soalnya, trus untuk karcis kalo bisa dijadikan satu aja di awal biar gak bolak balik bayar,",3 tahun lalu,Positif
Tempat rekreasi ya lumayan murah meriah.akses jalan tergolong sedang sebab masih ada yg belum aspal.kalau tempat rekreasi ya tergantung penikmat nya kalau suka alam ya pasti klik ni tempat nya.tiket masuk tempat rekreasi 15 ribu.tiket masuk …,4 tahun lalu,Positif
"Pastinya panas banget, tapi kalo udah masuk banyak spot foto bagus. Entah kenapa, waktu ke situ tidak ada pengunjung dan seperti sudah lama tidak dikelola lagi. Banyak fasilitas dan warung-warung terbengkalai.",2 tahun lalu,Campuran
"Sangattttt.... indahhhhh.... lukisan alam yang luar biasa. Waktu yang tepat untuk menikmati Bukit Jaddhih adalah pagi hari, karena jika siang hari sangat panas ( persiapan sunblock, topi, payung ). Selamat menikmati salah satu keindahan alam negeri ini...",4 tahun lalu,Positif
"Momen paling bagus saat musim hujan akan berakhir. Rumput menghijau, cuaca tidak terlalu panas.",4 tahun lalu,Positif
"Awal masuk biaya persebeda motor 10.000, biaya parkir 10.000. Kalau saat ini bangunan nya warna nya lebih ke menghitam, area kurang di perhatikan untuk perbaikan tempat wisatanya.",setahun lalu,Negatif
"Suka sama pemandangannya, warna airnya bagus (kalau pas musim panas), banyak spot untuk foto. Jalanan menuju kesana gampang n g parah2 banget.. …",4 tahun lalu,Positif
Tempatnya keren. Cuma mungkin akses jalannya perlu diperbaiki ya. Pengelolaannya juga kalau lebih bagus lagi tempat ini akan jadi lebih baik dan tentunya akan banyak mengundang wisatawan,4 tahun lalu,Positif
Spot foto keren... Untung pas datang suasana ngk panas... Jd bisa dpt hasil foto yg bagus... Cm akses masuk ke jaddih jalannya ngk rata,2 tahun lalu,Positif
"Alhamdulillaah... sampai juga di Bukit Jaddih (Bangkalan, Pulau Madura).
 Tempatnya potensial untuk wisata, namun pengembangan wisatanya perlu ditingkatkan.",setahun lalu,Positif
"Pas pertama ke sini, musim hujan. Air di danau nya bgs. Ke sini lg yg kdua pas musim kering. Tapi ttp bagus. Cuma debu aja. Jd kl pas musim panas ke sana sebaiknya pake masker.",4 tahun lalu,Campuran
"Berada di daerah bangkalan madura. Akses jalan kesana bisa menggunakan motor maupun mobil. Tempatnya bagus. Tp hrs siap2 bawa payung,atau topi,dan sunblock krn panasnya luar biasa",4 tahun lalu,Positif
"Bukit kapur dengan bentukan2 yg tertata, ada bentukan kotak yg besar menjulang, ada tangga2 yg bisa dinaiki smp bagian atas ruangan tertentu, ada galian yg membentuk semacam kubangan besar yg terisi air ...bila tidak hujan airnya menjadi …",4 tahun lalu,Positif
"Alam yang terbentuk dari tetes keringat penduduk. Keindahannya terlihat namun belum nampak kepedulian dari penguasa desa.
 Perlu komitmen bersama untuk menjadikan desa wisata yang ramah pada pengunjung.
 Jika itu terjadi, insyaaAllah makmur penduduk sekitarnya",2 tahun lalu,Positif
Saya kasih bintang 1 dulu. Klo sudah tdk ada banyak pungli baru saya kasih bintang 5🤣 …,sebulan lalu,Negatif
"Tempatnya keren buat berlibur, apalagi jembatan suramadu sudah gratis, kalo kesini harus berhenti yang di ""GOA POTE"" masuknya per orang Rp. 5.000 karena itu bener bener one stop destination gitu ada perahu, ada parkiran, ada toilet, ada …",4 tahun lalu,Positif
"Tempatnya indah, bagus banget view nya utk foto"" ,cuman lebih dikelola lagi aja sama pemerintah sama dikasih bimbingan ke warga sekitar , karena disini banyak pungli ,pertama masuk ke kampungnya kena bayar ,,trus masuk kearea tambangnya …",3 tahun lalu,Negatif
Tempatnya agak mbrasak jalan masuknya agak rusak dan berdebu jadi siapin masker dan biasanya ada warga yang meminta biaya illegal seperti satu mobil sepuluh ribu sama per orang lima ribu dan itu nggak sekali tapi berkali kali seharusnya …,4 tahun lalu,Negatif
"Kepengen coba rekreasi di Madura, ternyata tambang batu kapur yang masih aktif, parkir sekali masuk dipatok per orang 5000 rupiah, menurut aku sih lumayan",4 tahun lalu,Positif
"Keren banget tempatnya..instagramable..
 Tapi ada yg perlu diperbaiki..yaitu akses jalan menuju lokasi (ada bbrp titik …",2 tahun lalu,Campuran
"Udara panas....akses jalan menuju lokasi masih sepi...pinter2 cari angel unt dapat foto yg bagus.. spot foto banyak...bawa air putih sendiri, krn tdk ada yg jualan...udara yg panas bikin gampang lelah dan haus",4 tahun lalu,Negatif
Tempatnya panas. Tapi bagus untuk foto²,8 bulan lalu,Campuran
"Sebenarnya areanya bebas untuk dijelajahi, namun bila ada aktivitas penambangan dilarang untuk mendekat, bagi yang ingin mendapat spot terbaik naik keatas bukit yang ada rumputnya, tapi hati² saat naik karena batuan kapur yang bisa longsor sewaktu waktu",4 tahun lalu,Positif
"Jalanan k tempat agak susah. Lagi beruntung karena hari biasa dan siang hari, jadi tidak ada pengunjung lain. Serasa VIP 😎 Mas nya baik banget nunjukin tempat2 foto, semi tur guide, sekaligus jd fotografer 🤭 …",2 tahun lalu,Positif
"Hari ini kesana, tempat sepi ada pengunjung cumak ndak banyak, tempat e bagus, keren, gak terlalu panas sih menurutku, terus soal pungli sih gak terlalu merasakan sih cumak kena 2 aja, terus medan nya lumayan oke lah, ada wahana naik perahu …",2 tahun lalu,Positif
"Kalau masuk kesini bayarnya 3 portal, 1 portal kampung, 2 portal masuk wisata, 3 portal masuk telaga. Utk tempat lumayan instragameble, disana juga ada org juala mknan dan minuman ringan, meskipun gk banyak yg jualan tp ada.",3 tahun lalu,Positif
"Tempat nya bagus, panas lumayan menyengat. Kebersihan kurang terjaga. Msh ada exploitasi kapur, truck2 msh bersliweran. Mdh2an kedepannya pengelolaan bisa lbh baik lagi spt breksit Jogja",4 tahun lalu,Campuran
"Kalo untuk tempat sangat bagus dan strategis,tapi sangat di sayangkan untuk menuju ke tempat tersebut kita harus mengocak lumayan uang yg harus di keluarkan,sperti tiket parkir yang begitu mahal,sebelum masuk pasti di berhentikan untuk …",4 tahun lalu,Negatif
"Tempatnya bagus dan sangat berpotensi untuk pariwisata.
 Bisa di lihat dari foto2 yang yang sy upload.
 Pengunjung banyak yang dari Surabaya, Sidoarjo, dan daerah lainnya walopun yang …",4 tahun lalu,Campuran
"Tempat wisata dengan gua buatan,
 Cukup bagus untuk sekedar melepas lelah saat melintasi jembatan suramadu😁
 Biaya akomodasi dr biaya masuk, parkir kendaraan sampai tiket masuk cukup tinggi …",3 tahun lalu,Negatif
"Jika tidak di kelola dg baik, saya khawatir tempat ini makin lama akan punah. Krn banyaknya penambang batu yg membuat cepat habis bebatuan di tempat wisata ini.",2 tahun lalu,Negatif
"tempat yg cantik, namun panas sekali. ada beberapa spot foto yang bagus jika mau eksplor. harus sedia kaca mata hitam, topi/payung, masker/buff untuk menahan debu. jangan lupa pakai baju warna cerah untuk dapat foto bagus.",4 tahun lalu,Positif
"For the first time ksana .. kbetulan pakai plat B waktu ksana,ktmu hanya 1 pungli,tp disuruh jln trus,krn blgnya mw ke rmh kluarga d dlm,pdhl sih mw wisata, ksana ngandelin gmaps, masuk mobil 15rb dan per orang dikenakan 5rb rupiah, tempat …",4 tahun lalu,Positif
Bukit Kapur ini berada di Bangkalan Madura. Pemandangannya bagus dan jarang ditemui. Siapkan Payung dan topi serta kacamata hitam sebagai penghalau panas. Ada akses jalan masuk melalui jalan utama dan jalan kampung. Jalan kampung secara jarak lebih dekat namun hanya dapat dilalui motor dan mobil kecil saja.,4 tahun lalu,Positif
"Pas Dateng ke sini hari Senin, cuma berdua sama temen. Sampe ke bukit sekitar jam 10 an. Ternyata belum ada temen wisatawan yang lain berkunjung. Berasa wisata horor agak 😳... Tapi setelah berkeliling beberapa saat datang rombongan …",setahun lalu,Positif
"Tempat wisata yg eksotis pemandangan Bagus, cocok buat foto foto. Saran kalo kesini pagi atau agak sore, udaranya seger",3 tahun lalu,Positif
"Bawalah banyak uang karena banyak preman pungli, pun yang mengaku resmi bertiket. Mulai masuk jalan akses sudah ditarik infaq, kemudian maju beberapa ratus meter ada pos tiket lagi, nanti mau masuk & parkir di Goa Pote juga disuruh bayar …",4 tahun lalu,Negatif
"Lokasinya sendiri cukup menarik, meskipun jalan masuk agak susah karena masih asli juga sangat berdebu dan petunjuk ke lokasi masih sederhana. Untuk pesepeda seperti saya gak usah parkir tapi bisa bawa masuk sepeda ke dalam.",4 tahun lalu,Positif
"Tempatnya bagus buat foto"". Untuk tiket bayar 2x, di area tambang sama di area goa pote. Masing"" Rp.5000/orang. Untuk fasilitas ada toilet sama warung juga, parkir sangat luas. Sayangnya untuk kebersihan kurang diperhatikan",4 tahun lalu,Positif
"Wisata lokal yg indah, pemanfaatan tambang batu kapur menjadi wisata.. Ada goa buatan.. Bisa lihat sunset di puncak tebing",4 bulan lalu,Positif
Aslinya ini kan tempat penambangan batu kapur. Tapi jadi tempat wisata karena lokasi bekas hasil penambangan nya jadi epic. Banyak spot foto yang bagus sih disini. Kalau mau eksplore madura coba juga buat wisata kesini.,4 tahun lalu,Positif
"Dulu ramai,kini sepi krn pendemi,buat pengelola ditambahkan jaring di atas supaya tidak terlalu panas,saya tgl 13 maret 2021,kasihan warung2nya.kurang promosi di medsos pengelolanya",2 tahun lalu,Negatif
"Spot foto instgramable banget. Semua tempat bisa dijadiin spot foto.
 Ada 2x bayar. Yg pertama waktu masuk awal kawasan perkendaraan beda2.
 Yg kedua mau masuk danau(yg cuma ada pas hujan) bayarnya diitung perorangan.
 Kesana sore jadi gk panas.",setahun lalu,Positif
"Jalan menuru lokasi tdk terlalu luas, masuk desa2. Saat kesana cuaca mendung jadi tdk panas.",setahun lalu,Positif
"Bukit kapur biasa, tak ada yang spesial. Objek yg ""dijual"" hanya bekas gua2 dan lubang penambangan. Selebihnya tak ada yg bisa dinikmati. lokasi lumayan jauh dan jalan kurang begitu baik. Retribusi masyarakat dimana-mana, menambah …",4 tahun lalu,Negatif
"Tidak termanage dengan baik , tiket masuk bayar 2x ... fasilitas minim, bagi penghobi Selfi sangat bagus ,banyak sport foto",4 tahun lalu,Negatif
Uhuy mantapp,4 bulan lalu,Positif
"Tempatnya cocok bagi para penggemar fotografi dan berselfie. Yang kurang yaitu, tempatnya panas, dan jalan menuju tempat ini terbilang agak sulit untuk kendaraan mobil atau bis.",4 tahun lalu,Positif
"Sempat ke goa pote aja
 Bukit jaddihnya jarang yang kesana sekarang. Padahal dulu bagus",setahun lalu,Positif
"Ga dikelola secara khusus. Mungkin karna emang area pertambangan aktiv ya.. masih ada aktivitas.
 Bagus buat spot foto, tapi air kolamnya ga selalu ada. Musim hujan aja ga tentu …",3 tahun lalu,Positif
"Ada 2 pos pembayaran yg paling depan pak Ogah, yg dekat warung itu yg resmi, setelah itu parkir harus bayar per orang 5000 bukan per mobil 😓. Semoga bukit jaddih bisa dikelola dengan baik agar lebih bagus, terawat, dan terbebas dari pungli pak Ogah dan mak Ogah …",setahun lalu,Negatif
"Berlokasi di Pulau Madura.
 akses jalan terjal dan berdebu.
 namun sebelum memasuki daerah objek wisata jalan sudah beraspal yang beberapa …",4 tahun lalu,Negatif
"Salah satu Wisata Bukit Kapur terbaik di Jawa Timur, sangat cocok untuk berfoto selfie bersama keluarga dan teman. Mantapp...👍🙏🤩 …",setahun lalu,Positif
"Pemandangan indah sekali. Tapi jalanan menuju lokasi masih kurang memadai. Tiket masuk mobil 10rb, tiket per orang 5rb.",4 tahun lalu,Positif
"Tambang Kapur di daerah bangkalan, Suramadu yang masih aktif dan digunakan juga sebagai tempat wisata Goa dikarenakan penambang membentuk Pola Jalur Goa di dalam tambang. Cocok untuk Offroad juga lokasinya.",setahun lalu,Positif
Tempatnya sangat amazing...disarankan untuk datang pagi hari...di semua sudut adalah spot foto...akses jalan masuk offroad...banyak gua,2 tahun lalu,Positif
